factory,phase,datacenter,room,row,col,side
F12,P7,DC2,R1,I,66,L
F12,P7,DC2,R1,I,66,R
F12,P7,DC2,R1,I,69,L
F12,P7,DC2,R1,I,69,R
F12,P7,DC2,R1,J,61,L
F12,P7,DC2,R1,J,61,R
F12,P7,DC2,R1,J,66,L
F12,P7,DC2,R1,J,66,R
F12,P7,DC2,R1,K,58,L
F12,P7,DC2,R1,K,58,R
F12,P7,DC2,R1,K,61,L
F12,P7,DC2,R1,K,61,R
F12,P7,DC2,R1,K,66,L
F12,P7,DC2,R1,K,66,R
F12,P7,DC2,R1,K,69,L
F12,P7,DC2,R1,K,69,R
F12,P7,DC2,R1,L,58,L
F12,P7,DC2,R1,L,58,R
F12,P7,DC2,R1,L,66,L
F12,P7,DC2,R1,L,66,R
F12,P7,DC2,R1,L,69,L
F12,P7,DC2,R1,L,69,R
F12,P7,DC2,R1,M,58,L
F12,P7,DC2,R1,M,58,R
F12,P7,DC2,R1,M,61,L
F12,P7,DC2,R1,M,61,R
F12,P7,DC2,R1,M,69,L
F12,P7,DC2,R1,M,69,R
F12,P7,DC2,R1,N,58,L
F12,P7,DC2,R1,N,58,R
F12,P7,DC2,R1,N,61,L
F12,P7,DC2,R1,N,61,R
F12,P7,DC2,R1,N,66,L
F12,P7,DC2,R1,N,66,R
F12,P7,DC2,R1,N,69,L
F12,P7,DC2,R1,N,69,R
F12,P7,DC2,R1,O,66,L
F12,P7,DC2,R1,O,66,R
F12,P7,DC2,R1,P,58,L
F12,P7,DC2,R1,P,58,R
F12,P7,DC2,R1,P,61,L
F12,P7,DC2,R1,P,61,R
F12,P7,DC2,R1,P,66,L
F12,P7,DC2,R1,P,66,R
F12,P7,DC2,R1,P,69,L
F12,P7,DC2,R1,P,69,R
F12,P7,DC2,R1,Q,58,L
F12,P7,DC2,R1,Q,58,R
F12,P7,DC2,R1,Q,61,L
F12,P7,DC2,R1,Q,61,R
F12,P7,DC2,R1,Q,66,L
F12,P7,DC2,R1,Q,66,R
F12,P7,DC2,R1,Q,69,L
F12,P7,DC2,R1,Q,69,R
F12,P7,DC2,R1,R,58,L
F12,P7,DC2,R1,R,58,R
F12,P7,DC2,R1,R,61,L
F12,P7,DC2,R1,R,61,R
F12,P7,DC2,R1,R,69,L
F12,P7,DC2,R1,R,69,R
F12,P7,DC2,R1,S,58,L
F12,P7,DC2,R1,S,58,R
F12,P7,DC2,R1,S,61,L
F12,P7,DC2,R1,S,61,R
F12,P7,DC2,R1,S,66,L
F12,P7,DC2,R1,S,66,R
F12,P7,DC2,R1,S,69,L
F12,P7,DC2,R1,S,69,R
F12,P7,DC2,R1,T,61,L
F12,P7,DC2,R1,T,61,R
F12,P7,DC2,R1,T,66,L
F12,P7,DC2,R1,T,66,R
F12,P7,DC2,R1,U,58,L
F12,P7,DC2,R1,U,58,R
F12,P7,DC2,R1,U,61,L
F12,P7,DC2,R1,U,61,R
F12,P7,DC2,R1,U,66,L
F12,P7,DC2,R1,U,66,R
F12,P7,DC2,R1,U,69,L
F12,P7,DC2,R1,U,69,R
F12,P7,DC2,R1,V,58,L
F12,P7,DC2,R1,V,58,R
F12,P7,DC2,R1,V,66,L
F12,P7,DC2,R1,V,66,R
F12,P7,DC2,R1,V,69,L
F12,P7,DC2,R1,V,69,R
F12,P7,DC2,R1,W,58,L
F12,P7,DC2,R1,W,58,R
F12,P7,DC2,R1,W,61,L
F12,P7,DC2,R1,W,61,R
F12,P7,DC2,R1,W,69,L
F12,P7,DC2,R1,W,69,R
F12,P7,DC2,R1,X,58,L
F12,P7,DC2,R1,X,58,R
F12,P7,DC2,R1,X,61,L
F12,P7,DC2,R1,X,61,R
F12,P7,DC2,R1,X,66,L
F12,P7,DC2,R1,X,66,R
F12,P7,DC2,R1,X,69,L
F12,P7,DC2,R1,X,69,R
F12,P7,DC2,R1,Y,61,L
F12,P7,DC2,R1,Y,61,R
F12,P7,DC2,R1,Y,66,L
F12,P7,DC2,R1,Y,66,R
F12,P7,DC2,R1,Z,58,L
F12,P7,DC2,R1,Z,58,R
F12,P7,DC2,R1,Z,66,L
F12,P7,DC2,R1,Z,66,R
F12,P7,DC2,R1,Z,69,L
F12,P7,DC2,R1,Z,69,R
F12,P7,DC2,R2,AA,38,L
F12,P7,DC2,R2,AA,38,R
F12,P7,DC2,R2,AA,41,L
F12,P7,DC2,R2,AA,41,R
F12,P7,DC2,R2,AA,46,L
F12,P7,DC2,R2,AA,46,R
F12,P7,DC2,R2,AA,49,L
F12,P7,DC2,R2,AA,49,R
F12,P7,DC2,R2,C,38,L
F12,P7,DC2,R2,C,38,R
F12,P7,DC2,R2,C,49,L
F12,P7,DC2,R2,C,49,R
F12,P7,DC2,R2,D,38,L
F12,P7,DC2,R2,D,38,R
F12,P7,DC2,R2,D,41,L
F12,P7,DC2,R2,D,41,R
F12,P7,DC2,R2,D,46,L
F12,P7,DC2,R2,D,46,R
F12,P7,DC2,R2,D,49,L
F12,P7,DC2,R2,D,49,R
F12,P7,DC2,R2,E,41,L
F12,P7,DC2,R2,E,41,R
F12,P7,DC2,R2,E,46,L
F12,P7,DC2,R2,E,46,R
F12,P7,DC2,R2,F,38,L
F12,P7,DC2,R2,F,38,R
F12,P7,DC2,R2,F,41,L
F12,P7,DC2,R2,F,41,R
F12,P7,DC2,R2,F,46,L
F12,P7,DC2,R2,F,46,R
F12,P7,DC2,R2,F,49,L
F12,P7,DC2,R2,F,49,R
F12,P7,DC2,R2,G,38,L
F12,P7,DC2,R2,G,38,R
F12,P7,DC2,R2,G,46,L
F12,P7,DC2,R2,G,46,R
F12,P7,DC2,R2,G,49,L
F12,P7,DC2,R2,G,49,R
F12,P7,DC2,R2,H,38,L
F12,P7,DC2,R2,H,38,R
F12,P7,DC2,R2,H,41,L
F12,P7,DC2,R2,H,41,R
F12,P7,DC2,R2,H,49,L
F12,P7,DC2,R2,H,49,R
F12,P7,DC2,R2,I,38,L
F12,P7,DC2,R2,I,38,R
F12,P7,DC2,R2,I,46,L
F12,P7,DC2,R2,I,46,R
F12,P7,DC2,R2,I,49,L
F12,P7,DC2,R2,I,49,R
F12,P7,DC2,R2,J,46,L
F12,P7,DC2,R2,J,46,R
F12,P7,DC2,R2,K,38,L
F12,P7,DC2,R2,K,38,R
F12,P7,DC2,R2,K,41,L
F12,P7,DC2,R2,K,41,R
F12,P7,DC2,R2,K,46,L
F12,P7,DC2,R2,K,46,R
F12,P7,DC2,R2,K,49,L
F12,P7,DC2,R2,K,49,R
F12,P7,DC2,R2,L,38,L
F12,P7,DC2,R2,L,38,R
F12,P7,DC2,R2,L,46,L
F12,P7,DC2,R2,L,46,R
F12,P7,DC2,R2,L,49,L
F12,P7,DC2,R2,L,49,R
F12,P7,DC2,R2,M,38,L
F12,P7,DC2,R2,M,38,R
F12,P7,DC2,R2,M,41,L
F12,P7,DC2,R2,M,41,R
F12,P7,DC2,R2,M,49,L
F12,P7,DC2,R2,M,49,R
F12,P7,DC2,R2,N,38,L
F12,P7,DC2,R2,N,38,R
F12,P7,DC2,R2,N,41,L
F12,P7,DC2,R2,N,41,R
F12,P7,DC2,R2,N,46,L
F12,P7,DC2,R2,N,46,R
F12,P7,DC2,R2,N,49,L
F12,P7,DC2,R2,N,49,R
F12,P7,DC2,R2,O,41,L
F12,P7,DC2,R2,O,41,R
F12,P7,DC2,R2,O,46,L
F12,P7,DC2,R2,O,46,R
F12,P7,DC2,R2,P,38,L
F12,P7,DC2,R2,P,38,R
F12,P7,DC2,R2,P,41,L
F12,P7,DC2,R2,P,41,R
F12,P7,DC2,R2,P,46,L
F12,P7,DC2,R2,P,46,R
F12,P7,DC2,R2,P,49,L
F12,P7,DC2,R2,P,49,R
F12,P7,DC2,R2,Q,38,L
F12,P7,DC2,R2,Q,38,R
F12,P7,DC2,R2,Q,46,L
F12,P7,DC2,R2,Q,46,R
F12,P7,DC2,R2,Q,49,L
F12,P7,DC2,R2,Q,49,R
F12,P7,DC2,R2,R,38,L
F12,P7,DC2,R2,R,38,R
F12,P7,DC2,R2,R,41,L
F12,P7,DC2,R2,R,41,R
F12,P7,DC2,R2,R,49,L
F12,P7,DC2,R2,R,49,R
F12,P7,DC2,R2,S,38,L
F12,P7,DC2,R2,S,38,R
F12,P7,DC2,R2,S,41,L
F12,P7,DC2,R2,S,41,R
F12,P7,DC2,R2,S,46,L
F12,P7,DC2,R2,S,46,R
F12,P7,DC2,R2,S,49,L
F12,P7,DC2,R2,S,49,R
F12,P7,DC2,R2,T,41,L
F12,P7,DC2,R2,T,41,R
F12,P7,DC2,R2,T,46,L
F12,P7,DC2,R2,T,46,R
F12,P7,DC2,R2,U,38,L
F12,P7,DC2,R2,U,38,R
F12,P7,DC2,R2,U,41,L
F12,P7,DC2,R2,U,41,R
F12,P7,DC2,R2,U,46,L
F12,P7,DC2,R2,U,46,R
F12,P7,DC2,R2,U,49,L
F12,P7,DC2,R2,U,49,R
F12,P7,DC2,R2,V,38,L
F12,P7,DC2,R2,V,38,R
F12,P7,DC2,R2,V,46,L
F12,P7,DC2,R2,V,46,R
F12,P7,DC2,R2,V,49,L
F12,P7,DC2,R2,V,49,R
F12,P7,DC2,R2,W,38,L
F12,P7,DC2,R2,W,38,R
F12,P7,DC2,R2,W,41,L
F12,P7,DC2,R2,W,41,R
F12,P7,DC2,R2,W,49,L
F12,P7,DC2,R2,W,49,R
F12,P7,DC2,R2,X,38,L
F12,P7,DC2,R2,X,38,R
F12,P7,DC2,R2,X,41,L
F12,P7,DC2,R2,X,41,R
F12,P7,DC2,R2,X,46,L
F12,P7,DC2,R2,X,46,R
F12,P7,DC2,R2,X,49,L
F12,P7,DC2,R2,X,49,R
F12,P7,DC2,R2,Y,41,L
F12,P7,DC2,R2,Y,41,R
F12,P7,DC2,R2,Y,46,L
F12,P7,DC2,R2,Y,46,R
F12,P7,DC2,R2,Z,38,L
F12,P7,DC2,R2,Z,38,R
F12,P7,DC2,R2,Z,46,L
F12,P7,DC2,R2,Z,46,R
F12,P7,DC2,R2,Z,49,L
F12,P7,DC2,R2,Z,49,R
F12,P7,DC2,R3,AA,19,L
F12,P7,DC2,R3,AA,19,R
F12,P7,DC2,R3,AA,22,L
F12,P7,DC2,R3,AA,22,R
F12,P7,DC2,R3,AA,27,L
F12,P7,DC2,R3,AA,27,R
F12,P7,DC2,R3,AA,30,L
F12,P7,DC2,R3,AA,30,R
F12,P7,DC2,R3,C,19,L
F12,P7,DC2,R3,C,19,R
F12,P7,DC2,R3,C,22,L
F12,P7,DC2,R3,C,22,R
F12,P7,DC2,R3,C,30,L
F12,P7,DC2,R3,C,30,R
F12,P7,DC2,R3,D,19,L
F12,P7,DC2,R3,D,19,R
F12,P7,DC2,R3,D,22,L
F12,P7,DC2,R3,D,22,R
F12,P7,DC2,R3,D,27,L
F12,P7,DC2,R3,D,27,R
F12,P7,DC2,R3,D,30,L
F12,P7,DC2,R3,D,30,R
F12,P7,DC2,R3,E,22,L
F12,P7,DC2,R3,E,22,R
F12,P7,DC2,R3,E,27,L
F12,P7,DC2,R3,E,27,R
F12,P7,DC2,R3,F,19,L
F12,P7,DC2,R3,F,19,R
F12,P7,DC2,R3,F,22,L
F12,P7,DC2,R3,F,22,R
F12,P7,DC2,R3,F,27,L
F12,P7,DC2,R3,F,27,R
F12,P7,DC2,R3,F,30,L
F12,P7,DC2,R3,F,30,R
F12,P7,DC2,R3,G,19,L
F12,P7,DC2,R3,G,19,R
F12,P7,DC2,R3,G,27,L
F12,P7,DC2,R3,G,27,R
F12,P7,DC2,R3,G,30,L
F12,P7,DC2,R3,G,30,R
F12,P7,DC2,R3,H,19,L
F12,P7,DC2,R3,H,19,R
F12,P7,DC2,R3,H,22,L
F12,P7,DC2,R3,H,22,R
F12,P7,DC2,R3,H,30,L
F12,P7,DC2,R3,H,30,R
F12,P7,DC2,R3,I,19,L
F12,P7,DC2,R3,I,19,R
F12,P7,DC2,R3,I,22,L
F12,P7,DC2,R3,I,22,R
F12,P7,DC2,R3,I,27,L
F12,P7,DC2,R3,I,27,R
F12,P7,DC2,R3,I,30,L
F12,P7,DC2,R3,I,30,R
F12,P7,DC2,R3,J,22,L
F12,P7,DC2,R3,J,22,R
F12,P7,DC2,R3,J,27,L
F12,P7,DC2,R3,J,27,R
F12,P7,DC2,R3,K,19,L
F12,P7,DC2,R3,K,19,R
F12,P7,DC2,R3,K,22,L
F12,P7,DC2,R3,K,22,R
F12,P7,DC2,R3,K,27,L
F12,P7,DC2,R3,K,27,R
F12,P7,DC2,R3,K,30,L
F12,P7,DC2,R3,K,30,R
F12,P7,DC2,R3,L,19,L
F12,P7,DC2,R3,L,19,R
F12,P7,DC2,R3,L,27,L
F12,P7,DC2,R3,L,27,R
F12,P7,DC2,R3,L,30,L
F12,P7,DC2,R3,L,30,R
F12,P7,DC2,R3,M,19,L
F12,P7,DC2,R3,M,19,R
F12,P7,DC2,R3,M,22,L
F12,P7,DC2,R3,M,22,R
F12,P7,DC2,R3,M,30,L
F12,P7,DC2,R3,M,30,R
F12,P7,DC2,R3,N,19,L
F12,P7,DC2,R3,N,19,R
F12,P7,DC2,R3,N,22,L
F12,P7,DC2,R3,N,22,R
F12,P7,DC2,R3,N,27,L
F12,P7,DC2,R3,N,27,R
F12,P7,DC2,R3,N,30,L
F12,P7,DC2,R3,N,30,R
F12,P7,DC2,R3,O,22,L
F12,P7,DC2,R3,O,22,R
F12,P7,DC2,R3,O,27,L
F12,P7,DC2,R3,O,27,R
F12,P7,DC2,R3,P,19,L
F12,P7,DC2,R3,P,19,R
F12,P7,DC2,R3,P,22,L
F12,P7,DC2,R3,P,22,R
F12,P7,DC2,R3,P,27,L
F12,P7,DC2,R3,P,27,R
F12,P7,DC2,R3,P,30,L
F12,P7,DC2,R3,P,30,R
F12,P7,DC2,R3,Q,19,L
F12,P7,DC2,R3,Q,19,R
F12,P7,DC2,R3,Q,27,L
F12,P7,DC2,R3,Q,27,R
F12,P7,DC2,R3,Q,30,L
F12,P7,DC2,R3,Q,30,R
F12,P7,DC2,R3,R,19,L
F12,P7,DC2,R3,R,19,R
F12,P7,DC2,R3,R,22,L
F12,P7,DC2,R3,R,22,R
F12,P7,DC2,R3,R,30,L
F12,P7,DC2,R3,R,30,R
F12,P7,DC2,R3,S,19,L
F12,P7,DC2,R3,S,19,R
F12,P7,DC2,R3,S,22,L
F12,P7,DC2,R3,S,22,R
F12,P7,DC2,R3,S,27,L
F12,P7,DC2,R3,S,27,R
F12,P7,DC2,R3,S,30,L
F12,P7,DC2,R3,S,30,R
F12,P7,DC2,R3,T,22,L
F12,P7,DC2,R3,T,22,R
F12,P7,DC2,R3,T,27,L
F12,P7,DC2,R3,T,27,R
F12,P7,DC2,R3,U,19,L
F12,P7,DC2,R3,U,19,R
F12,P7,DC2,R3,U,22,L
F12,P7,DC2,R3,U,22,R
F12,P7,DC2,R3,U,27,L
F12,P7,DC2,R3,U,27,R
F12,P7,DC2,R3,U,30,L
F12,P7,DC2,R3,U,30,R
F12,P7,DC2,R3,V,19,L
F12,P7,DC2,R3,V,19,R
F12,P7,DC2,R3,V,27,L
F12,P7,DC2,R3,V,27,R
F12,P7,DC2,R3,V,30,L
F12,P7,DC2,R3,V,30,R
F12,P7,DC2,R3,W,19,L
F12,P7,DC2,R3,W,19,R
F12,P7,DC2,R3,W,22,L
F12,P7,DC2,R3,W,22,R
F12,P7,DC2,R3,W,30,L
F12,P7,DC2,R3,W,30,R
F12,P7,DC2,R3,X,19,L
F12,P7,DC2,R3,X,19,R
F12,P7,DC2,R3,X,22,L
F12,P7,DC2,R3,X,22,R
F12,P7,DC2,R3,X,27,L
F12,P7,DC2,R3,X,27,R
F12,P7,DC2,R3,X,30,L
F12,P7,DC2,R3,X,30,R
F12,P7,DC2,R3,Y,22,L
F12,P7,DC2,R3,Y,22,R
F12,P7,DC2,R3,Y,27,L
F12,P7,DC2,R3,Y,27,R
F12,P7,DC2,R3,Z,19,L
F12,P7,DC2,R3,Z,19,R
F12,P7,DC2,R3,Z,27,L
F12,P7,DC2,R3,Z,27,R
F12,P7,DC2,R3,Z,30,L
F12,P7,DC2,R3,Z,30,R
F12,P7,DC2,R4,J,07,L
F12,P7,DC2,R4,J,07,R
F12,P7,DC2,R4,J,12,L
F12,P7,DC2,R4,J,12,R
F12,P7,DC2,R4,K,04,L
F12,P7,DC2,R4,K,04,R
F12,P7,DC2,R4,K,07,L
F12,P7,DC2,R4,K,07,R
F12,P7,DC2,R4,L,04,L
F12,P7,DC2,R4,L,04,R
F12,P7,DC2,R4,L,12,L
F12,P7,DC2,R4,L,12,R
F12,P7,DC2,R4,M,04,L
F12,P7,DC2,R4,M,04,R
F12,P7,DC2,R4,M,07,L
F12,P7,DC2,R4,M,07,R
F12,P7,DC2,R4,M,12,L
F12,P7,DC2,R4,M,12,R
F12,P7,DC2,R4,N,04,L
F12,P7,DC2,R4,N,04,R
F12,P7,DC2,R4,N,07,L
F12,P7,DC2,R4,N,07,R
F12,P7,DC2,R4,N,12,L
F12,P7,DC2,R4,N,12,R
F12,P7,DC2,R4,O,07,L
F12,P7,DC2,R4,O,07,R
F12,P7,DC2,R4,O,12,L
F12,P7,DC2,R4,O,12,R
F12,P7,DC2,R4,P,04,L
F12,P7,DC2,R4,P,04,R
F12,P7,DC2,R4,P,07,L
F12,P7,DC2,R4,P,07,R
F12,P7,DC2,R4,Q,04,L
F12,P7,DC2,R4,Q,04,R
F12,P7,DC2,R4,Q,12,L
F12,P7,DC2,R4,Q,12,R
F12,P7,DC2,R4,R,04,L
F12,P7,DC2,R4,R,04,R
F12,P7,DC2,R4,R,07,L
F12,P7,DC2,R4,R,07,R
F12,P7,DC2,R4,R,12,L
F12,P7,DC2,R4,R,12,R
F12,P7,DC2,R4,S,04,L
F12,P7,DC2,R4,S,04,R
F12,P7,DC2,R4,S,07,L
F12,P7,DC2,R4,S,07,R
F12,P7,DC2,R4,S,12,L
F12,P7,DC2,R4,S,12,R
F12,P7,DC2,R4,T,07,L
F12,P7,DC2,R4,T,07,R
F12,P7,DC2,R4,T,12,L
F12,P7,DC2,R4,T,12,R
F12,P7,DC2,R4,U,04,L
F12,P7,DC2,R4,U,04,R
F12,P7,DC2,R4,U,07,L
F12,P7,DC2,R4,U,07,R
F12,P7,DC2,R4,V,12,L
F12,P7,DC2,R4,V,12,R
F12,P7,DC2,R4,W,07,L
F12,P7,DC2,R4,W,07,R
F12,P7,DC2,R4,W,12,L
F12,P7,DC2,R4,W,12,R